Index,Text,Label,File_Name,P_Beach,P_City,P_Culture,P_Nature,P_Snow
469,"Val d'Isere is a magnificent alpine town in southeastern France. It is a frequented destination for skiers and snowboarders alike, with its vast ski slopes and stunning mountain scenery. There are numerous ski lifts and cable cars to take you up to the higher slopes for a day on the snow. The town itself is charming, with restaurants and cafes offering delectable local cuisine and Alpine charm. Aside from skiing, visitors can enjoy hiking, ice-skating, and other winter activities. The nightlife is also lively with plenty of bars, pubs, and nightclubs. The scenery and atmosphere of Val d'Isere make it a memorable destination for tourists.",Snow,Val d Isere France  ,0.000004,0,0.000003,0.000001,0.999992
470,"Val Thorens is a beautiful ski resort town nestled in the heart of the stunning French Alps. From a tourist's perspective, the destination offers an excellent ski and snowboarding experience on slopes with a lot of variety, including beginner-friendly and challenging for experts. It's a car-free zone, so visitors can enjoy the fresh mountain air and breathtaking views without traffic or noise pollution. Many activities are available, such as tobogganing or snowmobiling, and the town has a lively nightlife scene to explore. Overall, it's the perfect place for an adventurous and unforgettable winter vacation.",Snow,Val Thorens France  ,0.000002,0.000004,0.000007,0.000006,0.999981
471,"Verbier-4 Valleys is a popular ski resort located in the Swiss Alps. It offers a picturesque and picturesque setting with stunning views of the mountains and valleys. The ski area is huge, with over 410km of slopes suitable for all levels of skiers and snowboarders. The resort also boasts a wide range of restaurants, bars, and shops, making it the perfect place to relax after a long day of skiing. Outdoor enthusiasts can indulge in a range of activities like hiking, mountain biking, and paragliding, making it a perfect adventure destination. Overall, Verbier-4 valleys are an excellent vacation spot for people seeking adventure or relaxation in a serene environment.",Snow,Verbier-4 Valleys Switzerland  ,0.000004,0,0,0.000005,0.999991
472,"Verbier is a picturesque Swiss Alpine village nestled high in the majestic Swiss Alps, offering breathtaking panoramic views of the surrounding snow-capped mountains. The town is a haven for skiers, snowboarders, and adventurers from around the world, with its vast network of ski slopes, pristine powder runs, and challenging off-piste routes. The chalets, hotels, and resorts in Verbier offer world-class amenities and services for visitors, and the apr̬s-ski scene is buzzing with lively bars and restaurants. In the warmer months, visitors enjoy hiking, mountain biking, and paragliding in the surrounding mountains, making it a year-round outdoor paradise.",Snow,Verbier Switzerland  ,0.000001,0.000001,0.000008,0.000003,0.999987
473,"Villars-Gryon, Switzerland is a stunning mountain resort town that offers a wide range of activities for tourists to enjoy. From hiking and mountain biking in the summer to skiing and snowboarding in the winter, there's never a dull moment. The town is surrounded by breathtaking scenery, including the majestic Swiss Alps, and visitors can take advantage of the many outdoor recreation options available. There are also plenty of charming shops, restaurants, and cafes offering traditional Swiss cuisine and specialty items. Overall, Villars-Gryon is a perfect destination for anyone looking for a beautiful and adventurous vacation in the heart of Switzerland.",Snow,Villars-Gryon Switzerland  ,0,0,0,0,0.999999
474,"Villars is a charming village nestled in the Swiss Alps, offering picturesque views of the surrounding mountains and valleys. As a tourist, you will be impressed by the natural beauty and clean air of this alpine paradise. In winter, it is a skier's paradise with challenging slopes and scenic trails. In summer, visitors can enjoy hiking, mountain biking, and paragliding. There are plenty of shops for souvenirs, restaurants serving delicious Swiss cuisine, and luxurious hotels offering spa treatments. The friendly locals, a bustling village center, and the hospitable ambiance make Villars an ideal destination for anyone looking to escape the hustle and bustle of city life.",Snow,Villars Switzerland  ,0,0,0.000001,0,0.999999
475,"Wengen is a charming and picturesque Swiss village nestled in the heart of the Bernese Oberland. As a tourist, you will be captivated by the stunning alpine scenery, with snow-capped mountains and breathtaking views of the nearby Eiger, M̦nch, and Jungfrau peaks. The village is car-free, making it the perfect destination for escaping the hustle and bustle of city life. Wengen offers a range of outdoor activities such as hiking, skiing, and mountain biking, as well as delicious local cuisine and cozy accommodation. Overall, Wengen is a must-visit destination for any visitor to Switzerland.",Snow,Wengen Switzerland  ,0.000001,0.000006,0.000006,0.000005,0.999982
476,"Whistler, British Columbia is a quaint mountain town nestled in the heart of the Coast Mountains. It boasts breathtaking alpine views, an abundance of outdoor activities, and a lively village atmosphere. The town is home to two world-class ski resorts, ample hiking trails, and numerous lakes and rivers for water sports. The village is a hub of activity with shops, restaurants, bars, and live music venues. During the winter, Whistler is transformed into a winter wonderland with snow-covered trees and streets. And in the summer, the region comes alive with vibrant wildflowers and endless sunshine. Whistler is a must-visit destination for any outdoor enthusiast.",Snow,Whistler British Columbia Canada  ,0.000018,0.000001,0.000001,0.000008,0.999973
477,"Zermatt, Switzerland is a picturesque alpine village nestled in the heart of the Swiss Alps. This charming town is surrounded by stunning snow-capped mountain peaks, including the famous Matterhorn. As a tourist, one can enjoy numerous activities such as skiing, snowboarding, hiking, and mountaineering. The village itself has an array of quaint cafes, boutiques, and shops to explore. There are also opportunities to visit local museums or take a ride on the scenic Gornergrat railway. Whether you're seeking adventure or a relaxing Swiss holiday, Zermatt is a delightful destination that won't disappoint.",Snow,Zermatt Switzerland  ,0,0,0,0,0.999999
478,"Zinal is a picturesque Swiss mountain village located in the Val d'Anniviers. As a tourist, you will be captivated by its stunning scenery and tranquil atmosphere. The village is situated in the heart of the Alps and surrounded by majestic peaks, making it a paradise for nature lovers and hiking enthusiasts. The quaint village center is full of charming chalets, shops, and restaurants offering delicious Swiss cuisine. The highlight of your trip will undoubtedly be exploring the glacier landscape, pristine lakes, and breathtaking viewpoints. From the Matterhorn to the Aletsch Glacier, Zinal is an outdoor adventurer's dream destination.",Snow,Zinal Switzerland  ,0.000003,0,0.000009,0.000003,0.999985
